Cholera,A00-Cholera
Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s iným nemotorovým vozidlom,V36-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s iným nemotorovým vozidlom, poranenie vodiča pri nedopravnej nehode",V36.0-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s iným nemotorovým vozidlom, poranenie cestujúceho pri nedopravnej nehode",V36.1-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s iným nemotorovým vozidlom, poranenie osoby mimo vozidla pri nedopravnej nehode",V36.2-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s iným nemotorovým vozidlom, poranenie bližšie neurčeného člena posádky trojkolesového motorového vozidla pri nedopravnej nehode",V36.3-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s iným nemotorovým vozidlom, poranenie osoby počas nastupovania alebo vystupovania",V36.4-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s iným nemotorovým vozidlom, poranenie vodiča pri dopravnej nehode",V36.5-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s iným nemotorovým vozidlom, poranenie cestujúceho pri dopravnej nehode",V36.6-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s iným nemotorovým vozidlom, poranenie osoby mimo vozidla pri dopravnej nehode",V36.7-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s iným nemotorovým vozidlom, poranenie bližšie neurčeného člena posádky trojkolesového motorového vozidla pri dopravnej nehode",V36.9-Poranenie člena posádky trojkolesového m
Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s pevným alebo nepohyblivým predmetom,V37-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s pevným alebo nepohyblivým predmetom, poranenie vodiča pri nedopravnej nehode",V37.0-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s pevným alebo nepohyblivým predmetom, poranenie cestujúceho pri nedopravnej nehode",V37.1-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s pevným alebo nepohyblivým predmetom, poranenie osoby mimo vozidla pri nedopravnej nehode",V37.2-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s pevným alebo nepohyblivým predmetom, poranenie bližšie neurčeného člena posádky pri nedopravnej nehode",V37.3-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s pevným alebo nepohyblivým predmetom, poranenie osoby počas nastupovania alebo vystupovania",V37.4-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s pevným alebo nepohyblivým predmetom, poranenie vodiča pri dopravnej nehode",V37.5-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s pevným alebo nepohyblivým predmetom, poranenie cestujúceho pri dopravnej nehode",V37.6-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s pevným alebo nepohyblivým predmetom, poranenie osoby mimo vozidla pri dopravnej nehode",V37.7-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s pevným alebo nepohyblivým predmetom, poranenie bližšie neurčeného člena posádky pri dopravnej nehode",V37.9-Poranenie člena posádky trojkolesového m
Poranenie člena posádky trojkolesového motorového vozidla pri dopravnej nehode bez zrážky,V38-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri dopravnej nehode bez zrážky, poranenie vodiča pri nedopravnej nehode",V38.0-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri dopravnej nehode bez zrážky, poranenie cestujúceho pri nedopravnej nehode",V38.1-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri dopravnej nehode bez zrážky, poranenie osoby mimo vozidla pri nedopravnej nehode",V38.2-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri dopravnej nehode bez zrážky, poranenie bližšie neurčeného člena posádky trojkolesového motorového vozidla pri nedopravnej nehode",V38.3-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri dopravnej nehode bez zrážky, poranenie osoby počas nastupovania alebo vystupovania",V38.4-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri dopravnej nehode bez zrážky, poranenie vodiča pri dopravnej nehode",V38.5-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri dopravnej nehode bez zrážky, poranenie cestujúceho pri dopravnej nehode",V38.6-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri dopravnej nehode bez zrážky, poranenie osoby mimo vozidla pri dopravnej nehode",V38.7-Poranenie člena posádky trojkolesového m
"Poranenie člena posádky trojkolesového motorového vozidla pri dopravnej nehode bez zrážky, poranenie bližšie neurčeného člena posádky trojkolesového motorového vozidla pri dopravnej nehode",V38.9-Poranenie člena posádky trojkolesového m
Poranenie člena posádky trojkolesového motorového vozidla pri iných a bližšie neurčených dopravných nehodách,V39-Poranenie člena posádky trojkolesového m
Poranenie vodiča pri zrážke s inými a bližšie neurčenými motorovými vozidlami pri nedopravnej nehode,V39.0-Poranenie vodiča pri zrážke s inými a bl
Poranenie cestujúceho pri zrážke s inými a bližšie neurčenými motorovými vozidlami pri nedopravnej nehode,V39.1-Poranenie cestujúceho pri zrážke s inými
Poranenie člena posádky trojkolesového motorového vozidla pri zrážke s iným a bližšie neurčeným motorovým vozidlom pri nedopravnej nehode,V39.2-Poranenie člena posádky trojkolesového m
Poranenie (ktoréhokoľvek) člena posádky trojkolesového motorového vozidla pri bližšie neurčenej nedopravnej nehode,V39.3-Poranenie (ktoréhokoľvek) člena posádky 
Poranenie vodiča pri zrážke s iným a bližšie neurčeným motorovým vozidlom pri dopravnej nehode,V39.4-Poranenie vodiča pri zrážke s iným a bli
Poranenie cestujúceho pri zrážke s iným a bližšie neurčeným motorovým vozidlom pri dopravnej nehode,V39.5-Poranenie cestujúceho pri zrážke s iným 
Poranenie bližšie neurčeného člena posádky trojkolesového motorového vozidla pri zrážke s iným a bližšie neurčeným motorovým vozidlom pri dopravnej nehode,V39.6-Poranenie bližšie neurčeného člena posád
Poranenie (ktoréhokoľvek) člena posádky trojkolesového motorového vozidla pri iných bližšie určených dopravných nehodách,V39.8-Poranenie (ktoréhokoľvek) člena posádky 
Poranenie (ktoréhokoľvek) člena posádky trojkolesového motorového vozidla pri bližšie neurčenej dopravnej nehode,V39.9-Poranenie (ktoréhokoľvek) člena posádky 
Poranenie člena posádky osobného auta pri zrážke s chodcom alebo zvieraťom,V40-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s chodcom alebo zvieraťom, poranenie vodiča pri nedopravnej nehode",V40.0-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s chodcom alebo zvieraťom, poranenie cestujúceho pri nedopravnej nehode",V40.1-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s chodcom alebo zvieraťom, poranenie osoby mimo vozidla pri nedopravnej nehode",V40.2-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s chodcom alebo zvieraťom, poranenie bližšie neurčeného člena posádky osobného auta pri nedopravnej nehode",V40.3-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s chodcom alebo zvieraťom, poranenie osoby pri nastupovaní alebo vystupovaní",V40.4-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s chodcom alebo zvieraťom, poranenie vodiča pri dopravnej nehode",V40.5-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s chodcom alebo zvieraťom, poranenie cestujúceho pri dopravnej nehode",V40.6-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s chodcom alebo zvieraťom, poranenie osoby mimo mimo vozidla pri dopravnej nehode",V40.7-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s chodcom alebo zvieraťom, poranenie bližšie neurčeného člena posádky osobného auta pri dopravnej nehode",V40.9-Poranenie člena posádky osobného auta pr
Poranenie člena posádky osobného auta pri zrážke s bicyklistom,V41-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s bicyklistom, poranenie vodiča pri nedopravnej nehode",V41.0-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s bicyklistom, poranenie cestujúceho pri nedopravnej nehode",V41.1-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s bicyklistom, poranenie osoby mimo vozidla pri nedopravnej nehode",V41.2-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s bicyklistom, poranenie bližšie neurčeného člena posádky osobného auta pri nedopravnej nehode",V41.3-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s bicyklistom, poranenie osoby pri nastupovaní alebo vystupovaní",V41.4-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s bicyklistom, poranenie vodiča pri dopravnej nehode",V41.5-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s bicyklistom, poranenie cestujúceho pri dopravnej nehode",V41.6-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s bicyklistom, poranenie osoby mimo vozidla pri dopravnej nehode",V41.7-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s bicyklistom, poranenie bližšie neurčeného člena posádky osobného auta pri dopravnej nehode",V41.9-Poranenie člena posádky osobného auta pr
Poranenie člena posádky osobného auta pri zrážke s dvojkolesovým alebo trojkolesovým motorovým vozidlom,V42-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s dvojkolesovým alebo trojkolesovým motorovým vozidlom, poranenie vodiča pri nedopravnej nehode",V42.0-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s dvojkolesovým alebo trojkolesovým motorovým vozidlom, poranenie cestujúceho pri nedopravnej nehode",V42.1-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s dvojkolesovým alebo trojkolesovým motorovým vozidlom, poranenie osoby mimo vozidla pri nedopravnej nehode",V42.2-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s dvojkolesovým alebo trojkolesovým motorovým vozidlom, poranenie bližšie neurčeného člena posádky osobného auta pri nedopravnej nehode",V42.3-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s dvojkolesovým alebo trojkolesovým motorovým vozidlom, poranenie osoby pri nastupovaní alebo vystupovaní",V42.4-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s dvojkolesovým alebo trojkolesovým motorovým vozidlom, poranenie vodiča pri dopravnej nehode",V42.5-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s dvojkolesovým alebo trojkolesovým motorovým vozidlom, poranenie cestujúceho pri dopravnej nehode",V42.6-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s dvojkolesovým alebo trojkolesovým motorovým vozidlom, poranenie osoby mimo vozidla pri dopravnej nehode",V42.7-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s dvojkolesovým alebo trojkolesovým motorovým vozidlom, poranenie bližšie neurčeného člena posádky osobného auta pri dopravnej nehode",V42.9-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s osobným, dodávkovým alebo nákladným autom",V43-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s osobným, dodávkovým alebo nákladným autom, poranenie vodiča pri nedopravnej nehode",V43.0-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s osobným, dodávkovým alebo nákladným autom, poranenie cestujúceho pri nedopravnej nehode",V43.1-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s osobným, dodávkovým alebo nákladným autom, poranenie osoby mimo vozidla pri nedopravnej nehode",V43.2-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s osobným, dodávkovým alebo nákladným autom, poranenie bližšie neurčeného člena posádky osobného auta pri nedopravnej nehode",V43.3-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s osobným, dodávkovým alebo nákladným autom, poranenie osoby pri nastupovaní alebo vystupovaní",V43.4-Poranenie člena posádky osobného auta pr
"Poranenie člena posádky osobného auta pri zrážke s osobným, dodávkovým alebo nákladným autom, poranenie vodiča pri dopravnej nehode",V43.5-Poranenie člena posádky osobného auta pr
