Cholera,A00-Cholera
Neurčené strádání,X57-Neurčené strádání
Neurčené strádání; domov,X57.0-Neurčené strádání; domov
Neurčené strádání; domov; sport,X57.00-Neurčené strádání; domov; sport
Neurčené strádání; domov; volný čas,X57.01-Neurčené strádání; domov; volný čas
Neurčené strádání; domov; výdělečná činnost,X57.02-Neurčené strádání; domov; výdělečná činn
Neurčené strádání; domov; jiné práce,X57.03-Neurčené strádání; domov; jiné práce
Neurčené strádání; domov; odpočinek‚ spánek‚ jídlo,X57.04-Neurčené strádání; domov; odpočinek‚ spá
Neurčené strádání; domov; jiné určené činnosti,X57.08-Neurčené strádání; domov; jiné určené či
Neurčené strádání; domov; neurčené činnosti,X57.09-Neurčené strádání; domov; neurčené činno
Neurčené strádání; obytná instituce,X57.1-Neurčené strádání; obytná instituce
Neurčené strádání; obytná instituce; sport,X57.10-Neurčené strádání; obytná instituce; spo
Neurčené strádání; obytná instituce; volný čas,X57.11-Neurčené strádání; obytná instituce; vol
Neurčené strádání; obytná instituce; výdělečná činnost,X57.12-Neurčené strádání; obytná instituce; výd
Neurčené strádání; obytná instituce; jiné práce,X57.13-Neurčené strádání; obytná instituce; jin
Neurčené strádání; obytná instituce; odpočinek‚ spánek‚ jídlo,X57.14-Neurčené strádání; obytná instituce; odp
Neurčené strádání; obytná instituce; jiné určené činnosti,X57.18-Neurčené strádání; obytná instituce; jin
Neurčené strádání; obytná instituce; neurčené činnosti,X57.19-Neurčené strádání; obytná instituce; neu
Neurčené strádání; školy‚ jiné instituce a veřejné správní prostory,X57.2-Neurčené strádání; školy‚ jiné instituce
Neurčené strádání; školy‚ jiné instituce a veřejné správní prostory; sport,X57.20-Neurčené strádání; školy‚ jiné instituce
Neurčené strádání; školy‚ jiné instituce a veřejné správní prostory; volný čas,X57.21-Neurčené strádání; školy‚ jiné instituce
Neurčené strádání; školy‚ jiné instituce a veřejné správní prostory; výdělečná činnost,X57.22-Neurčené strádání; školy‚ jiné instituce
Neurčené strádání; školy‚ jiné instituce a veřejné správní prostory; jiné práce,X57.23-Neurčené strádání; školy‚ jiné instituce
Neurčené strádání; školy‚ jiné instituce a veřejné správní prostory; odpočinek‚ spánek‚ jídlo,X57.24-Neurčené strádání; školy‚ jiné instituce
Neurčené strádání; školy‚ jiné instituce a veřejné správní prostory; jiné určené činnosti,X57.28-Neurčené strádání; školy‚ jiné instituce
Neurčené strádání; školy‚ jiné instituce a veřejné správní prostory; neurčené činnosti,X57.29-Neurčené strádání; školy‚ jiné instituce
Neurčené strádání; sportovní a atletické prostory,X57.3-Neurčené strádání; sportovní a atletické
Neurčené strádání; sportovní a atletické prostory; sport,X57.30-Neurčené strádání; sportovní a atletické
Neurčené strádání; sportovní a atletické prostory; volný čas,X57.31-Neurčené strádání; sportovní a atletické
Neurčené strádání; sportovní a atletické prostory; výdělečná činnost,X57.32-Neurčené strádání; sportovní a atletické
Neurčené strádání; sportovní a atletické prostory; jiné práce,X57.33-Neurčené strádání; sportovní a atletické
Neurčené strádání; sportovní a atletické prostory; odpočinek‚ spánek‚ jídlo,X57.34-Neurčené strádání; sportovní a atletické
Neurčené strádání; sportovní a atletické prostory; jiné určené činnosti,X57.38-Neurčené strádání; sportovní a atletické
Neurčené strádání; sportovní a atletické prostory; neurčené činnosti,X57.39-Neurčené strádání; sportovní a atletické
Neurčené strádání; ulice a silnice,X57.4-Neurčené strádání; ulice a silnice
Neurčené strádání; ulice a silnice; sport,X57.40-Neurčené strádání; ulice a silnice; spor
Neurčené strádání; ulice a silnice; volný čas,X57.41-Neurčené strádání; ulice a silnice; voln
Neurčené strádání; ulice a silnice; výdělečná činnost,X57.42-Neurčené strádání; ulice a silnice; výdě
Neurčené strádání; ulice a silnice; jiné práce,X57.43-Neurčené strádání; ulice a silnice; jiné
Neurčené strádání; ulice a silnice; odpočinek‚ spánek‚ jídlo,X57.44-Neurčené strádání; ulice a silnice; odpo
Neurčené strádání; ulice a silnice; jiné určené činnosti,X57.48-Neurčené strádání; ulice a silnice; jiné
Neurčené strádání; ulice a silnice; neurčené činnosti,X57.49-Neurčené strádání; ulice a silnice; neur
Neurčené strádání; prostory obchodu a služeb,X57.5-Neurčené strádání; prostory obchodu a sl
Neurčené strádání; prostory obchodu a služeb; sport,X57.50-Neurčené strádání; prostory obchodu a sl
Neurčené strádání; prostory obchodu a služeb; volný čas,X57.51-Neurčené strádání; prostory obchodu a sl
Neurčené strádání; prostory obchodu a služeb; výdělečná činnost,X57.52-Neurčené strádání; prostory obchodu a sl
Neurčené strádání; prostory obchodu a služeb; jiné práce,X57.53-Neurčené strádání; prostory obchodu a sl
Neurčené strádání; prostory obchodu a služeb; odpočinek‚ spánek‚ jídlo,X57.54-Neurčené strádání; prostory obchodu a sl
Neurčené strádání; prostory obchodu a služeb; jiné určené činnosti,X57.58-Neurčené strádání; prostory obchodu a sl
Neurčené strádání; prostory obchodu a služeb; neurčené činnosti,X57.59-Neurčené strádání; prostory obchodu a sl
Neurčené strádání; prostory průmyslové a stavební,X57.6-Neurčené strádání; prostory průmyslové a
Neurčené strádání; prostory průmyslové a stavební; sport,X57.60-Neurčené strádání; prostory průmyslové a
Neurčené strádání; prostory průmyslové a stavební; volný čas,X57.61-Neurčené strádání; prostory průmyslové a
Neurčené strádání; prostory průmyslové a stavební; výdělečná činnost,X57.62-Neurčené strádání; prostory průmyslové a
Neurčené strádání; prostory průmyslové a stavební; jiné práce,X57.63-Neurčené strádání; prostory průmyslové a
Neurčené strádání; prostory průmyslové a stavební; odpočinek‚ spánek‚ jídlo,X57.64-Neurčené strádání; prostory průmyslové a
Neurčené strádání; prostory průmyslové a stavební; jiné určené činnosti,X57.68-Neurčené strádání; prostory průmyslové a
Neurčené strádání; prostory průmyslové a stavební; neurčené činnosti,X57.69-Neurčené strádání; prostory průmyslové a
Neurčené strádání; zemědělství,X57.7-Neurčené strádání; zemědělství
Neurčené strádání; zemědělství; sport,X57.70-Neurčené strádání; zemědělství; sport
Neurčené strádání; zemědělství; volný čas,X57.71-Neurčené strádání; zemědělství; volný ča
Neurčené strádání; zemědělství; výdělečná činnost,X57.72-Neurčené strádání; zemědělství; výdělečn
Neurčené strádání; zemědělství; jiné práce,X57.73-Neurčené strádání; zemědělství; jiné prá
Neurčené strádání; zemědělství; odpočinek‚ spánek‚ jídlo,X57.74-Neurčené strádání; zemědělství; odpočine
Neurčené strádání; zemědělství; jiné určené činnosti,X57.78-Neurčené strádání; zemědělství; jiné urč
Neurčené strádání; zemědělství; neurčené činnosti,X57.79-Neurčené strádání; zemědělství; neurčené
Neurčené strádání; jiná určená místa,X57.8-Neurčené strádání; jiná určená místa
Neurčené strádání; jiná určená místa; sport,X57.80-Neurčené strádání; jiná určená místa; sp
Neurčené strádání; jiná určená místa; volný čas,X57.81-Neurčené strádání; jiná určená místa; vo
Neurčené strádání; jiná určená místa; výdělečná činnost,X57.82-Neurčené strádání; jiná určená místa; vý
Neurčené strádání; jiná určená místa; jiné práce,X57.83-Neurčené strádání; jiná určená místa; ji
Neurčené strádání; jiná určená místa; odpočinek‚ spánek‚ jídlo,X57.84-Neurčené strádání; jiná určená místa; od
Neurčené strádání; jiná určená místa; jiné určené činnosti,X57.88-Neurčené strádání; jiná určená místa; ji
Neurčené strádání; jiná určená místa; neurčené činnosti,X57.89-Neurčené strádání; jiná určená místa; ne
Neurčené strádání; neurčené místo,X57.9-Neurčené strádání; neurčené místo
Neurčené strádání; neurčené místo; sport,X57.90-Neurčené strádání; neurčené místo; sport
Neurčené strádání; neurčené místo; volný čas,X57.91-Neurčené strádání; neurčené místo; volný
Neurčené strádání; neurčené místo; výdělečná činnost,X57.92-Neurčené strádání; neurčené místo; výděl
Neurčené strádání; neurčené místo; jiné práce,X57.93-Neurčené strádání; neurčené místo; jiné 
Neurčené strádání; neurčené místo; odpočinek‚ spánek‚ jídlo,X57.94-Neurčené strádání; neurčené místo; odpoč
Neurčené strádání; neurčené místo; jiné určené činnosti,X57.98-Neurčené strádání; neurčené místo; jiné 
Neurčené strádání; neurčené místo; neurčené činnosti,X57.99-Neurčené strádání; neurčené místo; neurč
Vystavení jiným určeným faktorům,X58-Vystavení jiným určeným faktorům
Vystavení jiným určeným faktorům; domov,X58.0-Vystavení jiným určeným faktorům; domov
Vystavení jiným určeným faktorům; domov; sport,X58.00-Vystavení jiným určeným faktorům; domov;
Vystavení jiným určeným faktorům; domov; volný čas,X58.01-Vystavení jiným určeným faktorům; domov;
Vystavení jiným určeným faktorům; domov; výdělečná činnost,X58.02-Vystavení jiným určeným faktorům; domov;
Vystavení jiným určeným faktorům; domov; jiné práce,X58.03-Vystavení jiným určeným faktorům; domov;
Vystavení jiným určeným faktorům; domov; odpočinek‚ spánek‚ jídlo,X58.04-Vystavení jiným určeným faktorům; domov;
Vystavení jiným určeným faktorům; domov; jiné určené činnosti,X58.08-Vystavení jiným určeným faktorům; domov;
Vystavení jiným určeným faktorům; domov; neurčené činnosti,X58.09-Vystavení jiným určeným faktorům; domov;
Vystavení jiným určeným faktorům; obytná instituce,X58.1-Vystavení jiným určeným faktorům; obytná
Vystavení jiným určeným faktorům; obytná instituce; sport,X58.10-Vystavení jiným určeným faktorům; obytná
Vystavení jiným určeným faktorům; obytná instituce; volný čas,X58.11-Vystavení jiným určeným faktorům; obytná
Vystavení jiným určeným faktorům; obytná instituce; výdělečná činnost,X58.12-Vystavení jiným určeným faktorům; obytná
Vystavení jiným určeným faktorům; obytná instituce; jiné práce,X58.13-Vystavení jiným určeným faktorům; obytná
Vystavení jiným určeným faktorům; obytná instituce; odpočinek‚ spánek‚ jídlo,X58.14-Vystavení jiným určeným faktorům; obytná
Vystavení jiným určeným faktorům; obytná instituce; jiné určené činnosti,X58.18-Vystavení jiným určeným faktorům; obytná
Vystavení jiným určeným faktorům; obytná instituce; neurčené činnosti,X58.19-Vystavení jiným určeným faktorům; obytná
Vystavení jiným určeným faktorům; školy‚ jiné instituce a veřejné správní prostory,X58.2-Vystavení jiným určeným faktorům; školy‚
Vystavení jiným určeným faktorům; školy‚ jiné instituce a veřejné správní prostory; sport,X58.20-Vystavení jiným určeným faktorům; školy‚
Vystavení jiným určeným faktorům; školy‚ jiné instituce a veřejné správní prostory; volný čas,X58.21-Vystavení jiným určeným faktorům; školy‚
Vystavení jiným určeným faktorům; školy‚ jiné instituce a veřejné správní prostory; výdělečná činnost,X58.22-Vystavení jiným určeným faktorům; školy‚
Vystavení jiným určeným faktorům; školy‚ jiné instituce a veřejné správní prostory; jiné práce,X58.23-Vystavení jiným určeným faktorům; školy‚
Vystavení jiným určeným faktorům; školy‚ jiné instituce a veřejné správní prostory; odpočinek‚ spánek‚ jídlo,X58.24-Vystavení jiným určeným faktorům; školy‚
Vystavení jiným určeným faktorům; školy‚ jiné instituce a veřejné správní prostory; jiné určené činnosti,X58.28-Vystavení jiným určeným faktorům; školy‚
Vystavení jiným určeným faktorům; školy‚ jiné instituce a veřejné správní prostory; neurčené činnosti,X58.29-Vystavení jiným určeným faktorům; školy‚
Vystavení jiným určeným faktorům; sportovní a atletické prostory,X58.3-Vystavení jiným určeným faktorům; sporto
Vystavení jiným určeným faktorům; sportovní a atletické prostory; sport,X58.30-Vystavení jiným určeným faktorům; sporto
Vystavení jiným určeným faktorům; sportovní a atletické prostory; volný čas,X58.31-Vystavení jiným určeným faktorům; sporto
Vystavení jiným určeným faktorům; sportovní a atletické prostory; výdělečná činnost,X58.32-Vystavení jiným určeným faktorům; sporto
Vystavení jiným určeným faktorům; sportovní a atletické prostory; jiné práce,X58.33-Vystavení jiným určeným faktorům; sporto
Vystavení jiným určeným faktorům; sportovní a atletické prostory; odpočinek‚ spánek‚ jídlo,X58.34-Vystavení jiným určeným faktorům; sporto
Vystavení jiným určeným faktorům; sportovní a atletické prostory; jiné určené činnosti,X58.38-Vystavení jiným určeným faktorům; sporto
Vystavení jiným určeným faktorům; sportovní a atletické prostory; neurčené činnosti,X58.39-Vystavení jiným určeným faktorům; sporto
Vystavení jiným určeným faktorům; ulice a silnice,X58.4-Vystavení jiným určeným faktorům; ulice 
Vystavení jiným určeným faktorům; ulice a silnice; sport,X58.40-Vystavení jiným určeným faktorům; ulice 
Vystavení jiným určeným faktorům; ulice a silnice; volný čas,X58.41-Vystavení jiným určeným faktorům; ulice 
